isosmiles,cmpdname,estimated_sys_score
CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](O)S(=O)(=O)O)NC(=O)OC[C@H]2C[C@@H]3CC=C[C@@H](C3)C2,"(1R,2S)-2-[[(2S)-2-[[(1R,3S,5S)-3-bicyclo[3.3.1]non-6-enyl]methoxycarbonylamino]-4-methylpentanoyl]amino]-1-hydroxy-3-[(3S)-2-oxopyrrolidin-3-yl]propane-1-sulfonic acid",-6.853944373586933
C1=CC=C(C=C1)C(=O)O,Benzoic acid,15.62686253160939
C[N+](C)(C)CC(=O)O,Trimethyl glycine,17.644673889551942
C[N+]1=CC=CC(=C1)C(=O)N,1-Methylnicotinamide,45.667862006942805
CN1CC(=O)N=C1N,Creatinine,-7.929020718628827
C1=C(NC(=O)N=C1)N,Cytosine,12.649202177216678
C1CNC(=O)NC1=O,Dihydrouracil,-31.96889318728073
C[N+](C)(C)CCCC(=O)[O-],4-(Trimethylammonio)butanoate,35.97269230017646
C1=CC=C2C(=C1)C(=CN2)CC=O,2-(1H-indol-3-yl)acetaldehyde,29.87990739362699
C1=CC=C2C(=C1)C(=CN2)CC(=O)O,Indole-3-acetic acid,49.93387742282111
C1=CC(=CN=C1)C(=O)N,Nicotinamide,40.89371674068207
C1=CC(=CN=C1)C(=O)[O-],Nicotinate,43.770548754428575
C1=CC(=CN=C1)C(=O)O,Nicotinic acid,22.36489476422508
CCCCCCCCCCCCCCCC=O,Hexadecanal,13.055375251950396
C1=CC=C(C=C1)CC=O,Phenylacetaldehyde,14.380297666109476
CC1=NC=C(C(=C1O)CO)CO,Pyridoxine,20.131006691564327
C1=CC(=C(N=C1)C(=O)O)C(=O)O,Quinolinic acid,20.678803088842734
CC1=CNC(=O)NC1=O,Thymine,17.56956161318644
C1=NC2=C(N1)C(=O)NC(=O)N2,Xanthine,14.436445940414096
COC1=C(C=CC(=C1)CCN)O,4-(2-Aminoethyl)-2-methoxyphenol,26.55213449937497
C1CN(CC2=CC=CC=C21)C(=N)N,Debrisoquine,29.22495189996293
CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,Ebastine,120.10996667916925
CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,Losartan,38.256101772097146
CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)C,Ubiquinone-1,-7.735524727406675
CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C,protoporphyrin IX,-18.80427468500919
C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O,Estriol,-25.47265887229614
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,Estradiol,-19.98465414533374
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C=O)O,Aldosterone,-35.70507190083434
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,Estrone,-18.39908188962733
C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,Etiocholanolone,-19.82114001577877
C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,NADPH,-12.915347901476537
C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,NADP nicotinamide-adenine-dinucleotide phosphate,59.609982957291706
C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,Nadide,69.13707347364678
C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,Nicotinamide-Adenine-Dinucleotide,65.52052443389202
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,Adenosine-5'-triphosphate,25.434406568351072
C([C@@H](C(=O)O)N)C(=O)O,Aspartic acid,-6.110987205132351
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,Sucrose,-0.7137100404981567
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N,Adenosine-5'-diphosphate,25.434406568351072
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O,Uridine-5'-diphosphate,28.03065569772235
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[Cl-],vitamin B1,54.94033782311623
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,Uridine 5'-triphosphate,28.03065569772235
C([C@H](C([C@H](CO)O)O)O)O,Xylitol,6.961554037571681
C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O,Alpha-Phosphoribosylpyrophosphoric Acid,12.894133400742248
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,Uridine-5'-diphosphate-glucose,46.66560163124497
CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,Pregnenolone,-33.9697087402259
CC(=O)[O-].CC(=O)[O-].[Zn+2],ZINC acetate,14.281478514271996
C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,Galactitol,6.269673444176283
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O,2'-Deoxyadenosine-5'-monophosphate,35.1135817284575
C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O,2'-Deoxycytidine,13.261532564163222
C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O,2'-Deoxyuridine,17.578933393945675
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O,2'-Deoxyadenosine,21.979243577098
CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C1O)C)C,Vitamin E,37.938318614949154
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,2'-Deoxyadenosine 5'-triphosphate,32.0308168410389
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O,Galactose-uridine-5'-diphosphate,46.66560163124497
C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O,D-Mannose,5.909014327603989
C1C(=CC2=CC=CC=C2O1)C(=O)N,2H-chromene-3-carboxamide,18.7147615660098
CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],Cetylpyridinium chloride,60.28379672141749
C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,Citrate,19.360953173407005
C(CC(=O)O)[C@@H](C(=O)O)N,Glutamic acid,-5.011844871476343
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H](C(O4)O)O)O)O)O)N,ADP-D-ribose,24.486976265513334
C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,S-adenosylmethionine,17.483178776812046
CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1O)CO)O)O,N-Acetyl-D-Galactosamine,16.26582321765993
C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],Nicorandil,73.91741703841632
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Adenosine,18.67604610121052
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,Xanthosine,-0.6628781268998463
C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N,AICA ribonucleotide,19.190050202484848
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=O)NC2=O,Xanthosine-5'-monophosphate,7.235496761973798
C1=CC2=C(C=C1O)C(=CN2)CC=O,5-Hydroxyindole-3-acetaldehyde,22.648317652357814
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O,alpha-D-glucose,5.909014327603989
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,coenzyme A,44.95235404753362
COC(=O)C1=CC=C(C=C1)S(=O)(=O)N,Methyl 4-sulfamoylbenzoate,66.45536754646173
C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,Zymosterol,-43.76895422204512
CC1CNC(=O)NC1=O,Dihydrothymine,-29.1276174685824
CC(=O)N1CCN(CC1)C(=O)C,"Piperazine, 1,4-diacetyl-",26.26419194543169
CC(=O)OC1=CC=C(C=C1)O,4-Hydroxyphenyl acetate,35.44072802788496
C1=CC(=C(C=C1CC=O)O)O,"3,4-Dihydroxyphenylacetaldehyde",15.15597233272683
CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)O)NC(=O)[C@H](CC3=CC=C(C=C3)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N,Angiotensin (1-7),113.99948686949918
CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)N,Angiotensin IV,140.14305060142829
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O,alpha-D-Galactose 1-phosphate,19.427914610545116
C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,Glutathione,18.292209761071742
COC1=CC=CC2=C1C=CN2,4-Methoxyindole,52.62880255670111
C1=C(NC=N1)CC=O,Imidazole-4-acetaldehyde,7.298976383469686
COC1=C(C=CC(=C1)CC=O)O,Homovanillin,24.686834769505253
C1=CC=C2C(=C1)NC(=O)C(=N2)CCC(=O)O,"3-(3-Oxo-3,4-dihydroquinoxalin-2-yl)propanoic acid",70.91758380887515
C1=CC(=C(C=C1C(C=O)O)O)O,"3,4-Dihydroxymandelaldehyde",14.494534159207513
C1=CC(=C(C=C1C(=O)O)F)O,3-Fluoro-4-hydroxybenzoic acid,12.52604882933191
C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N[C@@H](CC(=O)O)C(=O)O,Saicar,13.649733147644628
C1=C(N(C=N1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N,5-Aminoimidazole ribonucleotide,11.374981602644905
C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)O,Carboxyaminoimidazole ribotide,5.235442871985382
C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)NC=O)C(=O)N,Faicar,6.175036199526745
C1[C@@H]([C@H]([C@H]([C@H](N1)CO)O)O)O,Migalastat,-29.659554185705097
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)O)O,2'-Deoxyadenosine-5'-diphosphate,33.64564231270671
C1=CC(=CC=C1S(=O)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,Tetrasul sulfoxide,28.93757612359993
C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)(C3=CC=C(C=C3)F)C(=O)N,Senicapoc,51.26017490916372
CC1=C(C(=NN1)N)C#N,5-amino-3-methyl-1H-pyrazole-4-carbonitrile,14.893934079614962
C1=CC=C2C(=C1)NC(=N2)S(=O)(=O)N,1h-Benzimidazole-2-sulfonamide,45.49604239286723
C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,Lanosterol,-38.001695489595534
CC1=CC2=C(C=C1)NC(=C2)C(=O)O,5-Methyl-1H-indole-2-carboxylic acid,40.36643557752915
C1=CC(=NN2C1=NN=N2)Cl,"6-Chlorotetrazolo[1,5-b]pyridazine",38.27485226521973
CN1C=C(C2=CC=CC=C21)CCC(=O)O,3-(1-methyl-1H-indol-3-yl)propanoic acid,65.5657470623263
C=CN1CCCC1=O.II,Povidone-iodine,-13.806224422100428
C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,"1,4-Dihydronicotinamide adenine dinucleotide",-7.911563764304082
C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OP(=O)(O)O)O)O)O)O,Glucose 1-phosphate,19.427914610545116
C([C@@H]1[C@H]([C@H](C(O1)O)O)O)OP(=O)(O)O,D-ribofuranose 5-phosphate,6.737063566312412
CSC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,5'-Deoxy-5'-methylthioadenosine,13.908822276870543
C([C@@H]([C@H](CS)O)O)S,"2,3-Dihydroxy-1,4-dithiobutane",-1.7830584225615556
C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,S-(Hydrogen 3-hydroxy-3-methylglutaryl)coenzyme A,49.53762309828025
C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O,Ribose-1-phosphate,11.7185741128256
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O)O)O)O,Raffinose,17.06241322565826
C([C@@H](C([C@H](CO)O)O)O)O,L-arabinitol,8.487988913353746
CC(=O)N[C@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O,N-Acetyl-D-Mannosamine,16.26582321765993
C1[C@@H]([C@H](OC1OP(=O)(O)O)CO)O,Deoxyribose 1-phosphate,0.105460641043682
CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCS)O,Pantetheine,47.12208209517629
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,Maltose,32.88045020920539
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,beta-D-galactose,5.909014327603989
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O,Alpha D-Galactose,5.909014327603989
C([C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O,L-Gulonolactone,-15.991185147749563
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)OC[C@@H]3[C@H]([C@@H]([C@H]([C@H](O3)O[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O,Stachyose,17.06241322565826
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O,Amylotriose,43.9187208269072
C([C@@H]1[C@H]([C@H]([C@@H](O1)N)O)O)OP(=O)(O)O,5-Phospho-beta-D-ribosylamine,-4.220854076254892
C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Nicotinamide riboside,33.91550559957323
C([C@@H]1[C@H]([C@H]([C@H](O1)O)O)O)OP(=O)(O)O,5-O-phosphono-alpha-D-ribofuranose,6.737063566312412
C1=CC(=CC=C1CC=O)O,4-Hydroxyphenylacetaldehyde,7.61532794348866
CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1OP(=O)(O)O)CO)O)O,N-Acetylglucosamine-1-phosphate,27.151464618528586
CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,decanoyl CoA,78.8044900954988
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,6-O-(alpha-D-Galactopyranosyl)-D-glucopyranose,28.049219482512346
C1=CC(=C(C(=C1)O)N)C(=O)CCN,3-Hydroxykynurenamine,14.631413833253664
C1=CC2=C(C(=C1)O)NC=CC2=O,"Quinoline-4,8-diol",26.999756173098604
C1=CC2=C(C=C1O)C(=O)C=CN2,"4,6-Dihydroxyquinoline",32.57106073515157
CC(=O)NCCCC=O,4-Acetamidobutanal,8.770060391099141
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,Lactobiose,32.88045020920539
C[C@](C1=CC=CC=C1)(C(=O)O)O,(s)-Atrolactic acid,29.17613605977189
C(CC[NH2+]CCC[NH3+])C[NH2+]CCC[NH3+],"N,N'-bis(3-ammoniopropyl)butane-1,4-diaminium",32.3039148861497
CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)C,"2,3-Dimethoxy-5-methyl-6-(3-methylbut-2-enyl)benzene-1,4-diol",15.916143223748012
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)O)O)O)O)OP(=O)(O)O)N,"[(2r,3r,4r,5r)-5-(6-Amino-9h-Purin-9-Yl)-3-Hydroxy-4-(Phosphonooxy)tetrahydrofuran-2-Yl]methyl [(2r,3s,4r,5r)-3,4,5-Trihydroxytetrahydrofuran-2-Yl]methyl Dihydrogen Diphosphate",18.576434788913023
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NS(=O)(=O)C,"N-(1,5-Dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)methanesulfonamide",74.10378974405006
C1=CC=C(C=C1)C(=O)NC2=NC=CS2,"N-(1,3-Thiazol-2-yl)benzamide",87.90207895691874
C1=CC(=C2C=CNC2=C1)C(=O)N,1H-Indole-4-carboxamide,55.08608578693113
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,Flavin adenine dinucleotide,83.79985154181124
C[N+](C)(C)CCOP(=O)([O-])OC[C@@H](CO)O,Choline Alfoscerate,40.94845099084985
C1=CC=C2C(=C1)NC(=N2)CNC(=O)C3=CC=CO3,"N-(1H-1,3-benzodiazol-2-ylmethyl)furan-2-carboxamide",108.8308396946242
CC(C)C(=O)NC1=NN(N=N1)C,"Propanamide, 2-methyl-N-(2-methyl-2H-tetrazol-5-yl)-",42.37164380989563
C1=CC=C(C=C1)NC(=O)NC2=CN=CC=C2,1-Phenyl-3-pyridin-3-ylurea,92.15592334508555
CC(=O)NCC1(CCOCC1)C2=CC=CC=C2,N-[(4-phenyloxan-4-yl)methyl]acetamide,70.47550023599335
C1=CC(=CC(=C1)F)CNCC2=CC=CO2,(3-Fluoro-benzyl)-furan-2-ylmethyl-amine,74.05371609911683
CC(=O)N1CCN(CC1)CC2=CC=CC3=CC=CC=C32,1-[4-(Naphthalen-1-ylmethyl)piperazin-1-yl]ethanone,121.8468584673962
C1=CC=C(C(=C1)CNC2=NC3=CC=CC=C3N2)O,2-[(1H-benzimidazol-2-ylamino)methyl]phenol,76.28563317997931
C1CCC2=C(C1)C(=NN2CC(=O)O)C(F)(F)F,"[3-(trifluoromethyl)-4,5,6,7-tetrahydro-1H-indazol-1-yl]acetic acid",39.13160200163172
C1=CNC(=O)C=C1Br,4-Bromo-2-hydroxypyridine,24.545549450761445
CC(=O)NC1=CC(=CC=C1)NC(=O)N,N-[3-(carbamoylamino)phenyl]acetamide,72.1740801334904
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC,1-[4-(4-Methoxyphenyl)piperazin-1-yl]ethanone,88.69039244006865
C1=CC=C(C=C1)CCC(=O)NC2=CC=C(C=C2)O,N-(4-hydroxyphenyl)-3-phenylpropanamide,121.44003871712228
CC(C)C(=O)NCC1=NC2=CC=CC=C2N1,N-(1H-benzimidazol-2-ylmethyl)-2-methylpropanamide,88.84135061974415
C1C[C@H](OC1)C(=O)NC2=CC=C(C=C2)C(=O)N,(2~{S})-~{N}-(4-aminocarbonylphenyl)oxolane-2-carboxamide,86.76751568904089
CC(=O)N([C@@H]1CS(=O)(=O)C=C1)C2=CC=CC=C2,"N-[(3S)-1,1-dioxo-2,3-dihydrothiophen-3-yl]-N-phenylacetamide",49.886797686817374
COC(=O)[C@@H]1C[C@H](CN1C(=O)C2=CC=CO2)O,"methyl (2~{S},4~{R})-1-(furan-2-ylcarbonyl)-4-oxidanyl-pyrrolidine-2-carboxylate",44.58688708937623
CC(=O)NC1=CC=C(C=C1)OC2=NC=CC=N2,N-[4-(2-pyrimidinyloxy)phenyl]acetamide,103.06378093117932
CC(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O,aldehydo-N-acetyl-D-glucosamine,6.826649640024738
CC1=CC=C(C=C1)N([C@H]2CS(=O)(=O)C=C2)C(=O)C,"N-[(3R)-1,1-dioxo-2,3-dihydrothiophen-3-yl]-N-(4-methylphenyl)acetamide",52.73269704278727
CC(=O)N1CCN(CC1)S(=O)(=O)C2=CC=C(S2)Cl,1-[4-(5-Chlorothiophen-2-yl)sulfonylpiperazin-1-yl]ethanone,96.03171151449232
C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,D-Fructose,-17.714313936163098
CC(C)NCC1=CC=C(C=C1)N(C)C,"N1,N1-Dimethyl-4-[(Isopropylamino)Methyl]Aniline",57.37959255423315
COC(=O)C1=CC(=CC=C1)NS(=O)(=O)C,Methyl 3-(Methylsulfonylamino)benzoate,85.8408133648996
COC1=NC=C(C=C1)NC(=O)NC2=CC=CS2,N-(6-methoxypyridin-3-yl)-N'-thiophen-2-ylurea,101.4642420797712
C1COCCN1C(=O)NCC2=CC=C(C=C2)C#N,N-[(4-cyanophenyl)methyl]morpholine-4-carboxamide,109.54736465826689
CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O.O.O,Azithromycin dihydrate,-12.945384274410534
C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O.C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O.O,Levofloxacin Hemihydrate,13.18337351688629
CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)N,Angiotensin III,150.65413139130007
CC1=CC2=C(C=C1)C=C(N2)C(=O)O,6-Methyl-1H-indole-2-carboxylic acid,41.70867051492768
CC(CC(=O)[O-])O,3-Hydroxybutyrate,18.60954428719196
CC(=O)N1CCN(CC1)S(=O)(=O)C2=CC=CC=C2C#N,2-(4-Acetylpiperazin-1-yl)sulfonylbenzonitrile,94.4548010415033
C1CN(CCC1C(=O)O)C(=O)N,1-carbamoylpiperidine-4-carboxylic Acid,12.208072879794983
CNC(=O)C1=CC=C(C=C1)S(=O)(=O)N,N-methyl-4-sulfamoylbenzamide,67.07809137765821
CS(=O)(=O)NCC1CCNCC1,N-(piperidin-4-ylmethyl)methanesulfonamide,9.482037904829514
[2H]C([2H])([2H])C([2H])(CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C([2H])([2H])[2H],Cholesterol-d7,-26.552722033319053
C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,Lisinopril,28.476201997341125
CC1=CC(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)O,beta-Tocopherol,25.54978500862251
CC1=CC(=NC(=N1)O[C@H](C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,Ambrisentan,60.42590606075341
C1CSS[C@@H]1CCCCC(=O)N,(R)-lipoamide,35.277162992789115
C(CC(=O)[O-])C[NH3+],4-Azaniumylbutanoate,26.721770609614342
C[C@H](C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,(R)-Carprofen,61.747093388323066
CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,Acetyl-L-carnitine,38.11607763780224
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O,Uridine-triphosphate,40.32838332697601
C1=CC2=C(C=C1Cl)N=C(S2)CCC(=O)O,"3-(5-Chloro-1,3-benzothiazol-2-yl)propanoic acid",66.23580367024906
